path,temperature,humidity,rainfall
field/train/Leaf_Mold/leaf_mold_tomato2x1200.jpg,22.92,79.74,9.29
field/train/Leaf_Mold/leaf_mold_tomato3x1200.jpg,24.6,89.17,14.4
field/train/Leaf_Mold/leaf_mold_tomato4x1200.jpg,24.38,83.94,11.09
field/train/Leaf_Mold/leaf_mold_tomato5x1200.jpg,25.08,77.92,10.34
field/train/Leaf_Mold/leaf_mold_tomato6x1200.jpg,23.28,76.99,7.53
field/train/Leaf_Mold/leaf_mold_tomato7x1200.jpg,21.33,82.66,5.61
field/train/Leaf_Mold/OLU13.jpg,23.27,78.29,13.61
field/train/Leaf_Mold/Ormvn.jpg,20.55,80.6,12.43
field/train/Leaf_Mold/P1020365.jpg,20.92,87.49,9.88
field/train/Leaf_Mold/pm3.jpg,23.77,87.31,8.62
field/train/Leaf_Mold/Problem-2a.jpg,25.75,89.32,5.12
field/train/Leaf_Mold/tdisease12.jpg,20.12,75.52,7.27
field/train/Leaf_Mold/tdisease6.jpg,25.46,81.87,5.87
field/train/Leaf_Mold/tdisease7.jpg,25.31,80.17,12.31
field/train/Leaf_Mold/Tomato%20greenhouse%20leaf%20edema%20and%20distortion2F.JPG.jpg,21.0,81.63,10.0
field/train/Leaf_Mold/Tomato+leaf+mold.jpg,24.64,83.63,7.26
field/train/Leaf_Mold/tomato-gray-leaf-spot.jpg,22.86,83.21,5.42
field/train/Leaf_Mold/tomato-leaf-2.jpg,25.27,85.48,6.84
field/train/Leaf_Mold/tomato-leaf-mold-2.jpg,24.83,82.72,7.95
field/train/Leaf_Mold/tomato-leaf-mold-infection-on-a-leaf-top-and-underside-picture-id81781575s=612x612.jpg,22.73,82.64,6.24
field/train/Leaf_Mold/tomato-leaf-mold.jpg,22.77,80.82,13.86
field/train/Leaf_Mold/tomato.jpg,20.58,76.75,6.19
field/train/Leaf_Mold/TomatoLeafMold1-50QUALITY-16lgkq6.jpg,20.76,86.17,8.21
field/train/Leaf_Mold/TomatoLeafMold2-50QUALITY-1b89zfs.jpg,21.93,83.45,11.31
field/train/Leaf_Mold/tomato_fulvia.jpg,22.94,83.02,5.3
field/train/Leaf_Mold/tomato_fulvia2.jpg,25.48,83.11,6.79
field/train/Leaf_Mold/tomato_leaf-mold_01_zoom.jpg,22.14,84.12,9.47
field/train/Leaf_Mold/tomato_leaf-mold_02_zoom.jpg,22.64,83.9,13.47
field/train/Leaf_Mold/tomato_leaf-mold_03_zoom.jpg,21.61,86.17,7.82
field/train/Leaf_Mold/tomato_leaf-mold_04_zoom.jpg,20.74,75.65,13.89
field/train/Leaf_Mold/tomato_Leaf-roll-physiological-7059-SLoewen_thm.jpg,22.41,76.09,11.63
field/train/Leaf_Mold/tomato_plants_1_original.JPG1407178095.jpg,23.69,85.86,10.2
field/train/Leaf_Mold/top-leaf-mold-Fulva-fulvea-WN.jpg,23.49,81.27,8.96
field/train/Leaf_Mold/tylc.jpg,24.48,78.14,5.65
field/train/Septoria_leaf_spot/128110613-56a6d3633df78cf7729070ad.jpg,24.07,84.37,10.7
field/train/Septoria_leaf_spot/140714+%2811%29.JPG.jpg,21.52,87.14,14.65
field/train/Septoria_leaf_spot/1b.jpg,23.68,74.61,5.27
field/train/Septoria_leaf_spot/1c421500ddd390c90596ad2cf12d5429.jpg,24.96,89.29,13.43
field/train/Septoria_leaf_spot/2010-jul-5-jul-9-03.jpg,26.13,73.82,14.37
field/train/Septoria_leaf_spot/20100824septoria.jpg,20.07,73.32,10.09
field/train/Septoria_leaf_spot/2014-08-27%2B-%2BCloser%2BView%2Bof%2BSeptoria%2BLeaf%2BSpot.jpg,25.71,77.72,6.08
field/train/Septoria_leaf_spot/20809116-standard.jpg,23.5,78.36,12.48
field/train/Septoria_leaf_spot/28018723549_3a16c1467b_b.jpg,24.54,78.52,7.01
field/train/Septoria_leaf_spot/3-septoria-leaf-blight-n.jpg,22.76,78.75,5.94
field/train/Septoria_leaf_spot/32-Septoria-leaf-spot.jpg,20.42,79.69,13.07
field/train/Septoria_leaf_spot/3893.jpg,23.04,72.72,12.68
field/train/Septoria_leaf_spot/46-Septoria-leaf-spot.jpg,23.77,72.54,9.74
field/train/Septoria_leaf_spot/4853086777_bc41d29801.jpg,20.36,79.91,11.94
field/train/Septoria_leaf_spot/49-Septoria-leaf-spot.jpg,25.05,81.99,10.04
field/train/Septoria_leaf_spot/5008922249_880e15c21f.jpg,27.87,70.11,14.28
field/train/Septoria_leaf_spot/5315825271570432-600x272.jpeg.jpg,26.53,84.07,7.76
field/train/Septoria_leaf_spot/5315825271570432.jpeg.jpg,24.88,83.6,10.26
field/train/Septoria_leaf_spot/5336411888680960-600x272.jpeg.jpg,27.37,81.34,11.67
field/train/Septoria_leaf_spot/5454635393351680.jpeg.jpg,26.83,79.79,7.38
field/train/Septoria_leaf_spot/5516100468998144-600x272.jpeg.jpg,26.67,83.5,13.75
field/train/Septoria_leaf_spot/5516100468998144.jpeg.jpg,22.86,72.15,14.51
field/train/Septoria_leaf_spot/5579e3247db73.image.jpg,23.1,77.95,7.23
field/train/Septoria_leaf_spot/5775225744523264-600x272.jpeg.jpg,22.26,88.67,7.67
field/train/Septoria_leaf_spot/5775225744523264.jpeg.jpg,26.01,80.08,12.81
field/train/Septoria_leaf_spot/5866245865865216.jpeg.jpg,20.16,83.49,14.93
field/train/Septoria_leaf_spot/5c77186a4ea326e5495c9d03cd89ce16.jpg,26.81,86.04,5.77
field/train/Septoria_leaf_spot/6+1+09+019.jpg,23.47,82.83,13.74
field/train/Septoria_leaf_spot/6078710516023296-600x272.jpeg.jpg,22.6,73.55,14.52
field/train/Septoria_leaf_spot/6078710516023296.jpeg.jpg,26.43,74.59,8.65
field/train/Septoria_leaf_spot/6134794031202304-600x272.jpeg.jpg,23.27,85.44,8.2
field/train/Septoria_leaf_spot/6242739939180544.jpeg.jpg,24.79,75.38,11.76
field/train/Septoria_leaf_spot/6336392950972416.jpeg.jpg,23.54,80.99,11.66
field/train/Septoria_leaf_spot/66e7583ebe11cf0bd06435e4167bd4fd.jpg,20.6,71.69,12.56
field/train/Septoria_leaf_spot/b54d0e40027ff5e90e8ba7e1e9abf9bd.jpg,25.27,74.59,12.02
field/train/Septoria_leaf_spot/b6ca3f80-cc10-4d4f-be0d-771deb9a4969.jpeg.jpg,27.14,81.88,8.86
field/train/Septoria_leaf_spot/BCH%20medium%20thumbnail%20for%20upload%20%2861%29.jpg,21.86,79.38,11.01
field/train/Septoria_leaf_spot/bd0b83af4c5e4b739ccc6c36fa66f141.jpg,20.93,85.43,6.25
field/train/Septoria_leaf_spot/Bean-rust-on-leaves.jpg,20.67,76.27,14.27
field/train/Septoria_leaf_spot/bed-4-tomatoes-23jun13.jpg,21.78,78.51,11.48
field/train/Septoria_leaf_spot/bigseptoria01.jpg,26.89,81.99,5.83
field/train/Septoria_leaf_spot/bnX8Q.jpg,26.49,87.97,12.8
field/train/Septoria_leaf_spot/caf212ccf4696675469a0beaa9e57213.jpg,27.06,84.83,8.33
field/train/Septoria_leaf_spot/classic-septoria.jpg,25.49,78.58,12.02
field/train/Septoria_leaf_spot/closeup-of-tomato-leaf-y4af51-1024x768.jpg,26.65,74.95,8.48
field/train/Septoria_leaf_spot/confused-early-blight-septoria-zoom.jpg,24.57,85.46,7.47
field/train/Septoria_leaf_spot/early+blight+on+leaf+yel+halo+IMG_2313.JPG.jpg,26.85,77.47,9.74
field/train/Septoria_leaf_spot/early-blight-septoria-ls-fig-3.jpg,21.83,71.16,5.79
field/train/Septoria_leaf_spot/eb56b488e349c2de423ab6afbcc4bd5b.jpg,26.0,81.99,6.96
field/train/Septoria_leaf_spot/EPP-7625Fig-5-143x300.jpg,21.47,71.01,10.42
field/train/Septoria_leaf_spot/gray-leaf-spot.jpg,23.11,76.69,10.12
field/train/Septoria_leaf_spot/IMG_0312_original.jpg,26.93,85.06,11.65
field/train/Septoria_leaf_spot/IMG_0863_1500x1500%253E.jpg,24.75,75.12,7.48
field/train/Septoria_leaf_spot/IMG_3175.jpg,25.43,82.81,8.59
field/train/Septoria_leaf_spot/IMG_4452_1500x1500%253E.JPG1407883119.jpg,21.84,85.95,14.43
field/train/Septoria_leaf_spot/img_6564.jpg,23.64,74.6,9.56
field/train/Septoria_leaf_spot/Leaf%20spot.jpg,23.24,86.02,10.56
field/train/Septoria_leaf_spot/leafspot-5aba8283642dca003687f6fa.jpg,26.92,75.92,12.66
field/train/Septoria_leaf_spot/MPC105550.jpg.rendition.largest.550.jpg,26.46,74.09,12.9
field/train/Septoria_leaf_spot/PHOTO_1333642732277.jpg,24.72,86.38,6.25
field/train/Septoria_leaf_spot/PHOTO_1333642740144.jpg,24.63,84.76,8.29
field/train/Septoria_leaf_spot/Sept9-300x225.jpg,22.7,80.25,6.55
field/train/Septoria_leaf_spot/Septoria%2Bleaf%2Bspot.tomato.JPG.jpg,20.08,70.23,10.85
field/train/Septoria_leaf_spot/Septoria+Leaf+Spot.jpg,22.04,70.06,14.27
field/train/Septoria_leaf_spot/septoria+leaf+spota.jpg,20.04,82.41,8.48
field/train/Septoria_leaf_spot/septoria+on+rudbeckia.jpg,25.03,83.6,12.48
field/train/Septoria_leaf_spot/septoria+tomato.jpg,21.71,73.22,8.54
field/train/Septoria_leaf_spot/Septoria-461x346.jpg,26.35,79.35,8.18
field/train/Septoria_leaf_spot/septoria-leaf-spot-2.jpg,25.88,72.41,10.78
field/train/Septoria_leaf_spot/Septoria-leaf-spot-hc.jpg,22.66,79.2,9.79
field/train/Septoria_leaf_spot/septoria-leaf-spot-in-tomatoes.jpg,24.13,82.66,7.38
field/train/Septoria_leaf_spot/septoria-leaf-spot-on-tomato-1.jpg,25.54,78.09,8.46
field/train/Septoria_leaf_spot/Septoria-leaf-spot-on-tomato-FOR-WEB.jpg,25.14,72.5,5.4
field/train/Septoria_leaf_spot/septoria-leaf-spot-tomato-1.jpg,27.02,76.12,7.17
field/train/Septoria_leaf_spot/septoria-leaf-spot-tomatoes1x2400-17g2jzo.jpg,20.4,76.37,7.89
field/train/Septoria_leaf_spot/septoria-leaf-spot-tomatoes2x2400-202yoxg.jpg,24.02,82.5,7.73
field/train/Septoria_leaf_spot/septoria-leaf-spot-treatment-leaf-spot-septoria-leaf-spot-soil-treatment-septoria-leaf-spot-tomato-organic-treatment.jpg,26.36,79.33,14.08
field/train/Septoria_leaf_spot/septoria-leafspot-on-tomato-leaf-rp-c.jpg,26.9,86.84,13.36
field/train/Septoria_leaf_spot/septoria-lycopersici-ascomycota-common-fungal-leaf-disease-of-tomato-picture-id128110611.jpg,26.39,72.65,10.28
field/train/Septoria_leaf_spot/septoria-tomato-leaf.jpg,22.91,76.49,7.64
field/train/Septoria_leaf_spot/Septoria-Tomato.jpg,24.4,79.01,5.55
field/train/Septoria_leaf_spot/septoria2_600px.jpg,25.34,74.79,6.51
field/train/Septoria_leaf_spot/septoria3.jpg,21.23,73.23,8.75
field/train/Septoria_leaf_spot/septoria5.jpg,23.13,75.75,14.73
field/train/Septoria_leaf_spot/septorialeafspot.jpg,21.05,89.91,11.77
field/train/Septoria_leaf_spot/septorialeafspot2.jpg,25.3,75.95,13.51
field/train/Septoria_leaf_spot/SeptoriaLeaf_T3.jpg,22.83,88.28,11.52
field/train/Septoria_leaf_spot/septorialycopersici_small.jpg,27.92,79.9,14.6
field/train/Septoria_leaf_spot/SeptoriaTomato-B.jpg,26.92,71.92,11.91
field/train/Septoria_leaf_spot/Septoria_Leaf_Spot.jpg,21.98,79.32,11.86
field/train/Septoria_leaf_spot/septoria_leaf_spot_of_tomato-1500x750.jpg,23.4,84.39,11.29
field/train/Septoria_leaf_spot/Septoria_Leaf_Spot_of_Tomato186.jpg,26.07,75.56,6.15
field/train/Septoria_leaf_spot/Septoria_Leaf_Spot_of_Tomato187.jpg,25.75,89.36,11.37
field/train/Septoria_leaf_spot/Septoria_Leaf_Spot_of_Tomato2241-450x300.jpg,26.21,74.54,9.79
field/train/Septoria_leaf_spot/Septoria_leaf_spot_tomato.jpg,22.4,74.81,14.75
field/train/Septoria_leaf_spot/septoria_tomato.jpg,20.43,72.95,11.79
field/train/Septoria_leaf_spot/Septoria_tomato_Margaret%20B_p8170755_0002_25004.jpg,24.64,80.72,9.15
field/train/Septoria_leaf_spot/septoria_tom_leaves1x1200.jpg,27.97,70.8,10.45
field/train/Septoria_leaf_spot/septoria_tom_seedlings2x1200.jpg,23.04,79.12,8.38
field/train/Septoria_leaf_spot/septoria_tom_seedlings5x1200.jpg,27.65,80.7,7.72
field/train/Septoria_leaf_spot/slide21-n.jpg,26.5,86.08,10.0
field/train/Septoria_leaf_spot/sls1.jpg,20.92,73.97,5.01
field/train/Septoria_leaf_spot/Tomato%20bacterial%20spot%20closeup-050S.JPG.jpg,26.53,80.07,6.93
field/train/Septoria_leaf_spot/tomato%2Bseptoria%2Bleaf%2Bspot2.JPG.jpg,25.42,77.38,10.25
field/train/Septoria_leaf_spot/Tomato+leaf+spot2.jpg,20.32,86.61,5.22
field/train/Septoria_leaf_spot/Tomato+Problems+Septoria+Leaf+Spot.jpg,25.45,84.93,8.16
field/train/Septoria_leaf_spot/tomato-badleaves.jpg,27.55,72.78,9.76
field/train/Septoria_leaf_spot/tomato-blight-treatment-blight.jpg,26.95,88.75,6.76
field/train/Septoria_leaf_spot/tomato-disease-septoria-leaf-spot-d7e1x9.jpg,27.26,81.31,7.49
field/train/Septoria_leaf_spot/tomato-disease-septoria-leaf-spot-d7e1xe.jpg,23.15,77.25,11.3
field/train/Septoria_leaf_spot/tomato-disease-septoria-leaf-spot-d7e1xm.jpg,27.67,73.49,11.85
field/train/Septoria_leaf_spot/tomato-diseases-1-638.jpg,21.79,76.67,7.4
field/train/Septoria_leaf_spot/tomato-early-blight-e1437503226856.jpg,21.89,70.36,6.95
field/train/Septoria_leaf_spot/tomato-leaf-spot-septoria-lycopersici-leaf-spotting-on-tomato-at9jap.jpg,21.6,79.19,6.63
field/train/Septoria_leaf_spot/tomato-leaf-spot-septoria-lycopersici-on-a-tomato-leaflet-acg9j5.jpg,24.12,81.98,6.58
field/train/Septoria_leaf_spot/tomato-plant-is-infected-with-septoria-leaf-spot-1.jpg,21.73,81.1,7.16
field/train/Septoria_leaf_spot/tomato-plant-is-infected-with-septoria-leaf-spot.jpg,26.45,81.94,6.15
field/train/Septoria_leaf_spot/tomato-septoria-3-500x384.jpg,23.6,71.22,7.27
field/train/Septoria_leaf_spot/tomato-septoria-3.jpg,24.6,83.91,9.86
field/train/Septoria_leaf_spot/tomato-septoria-5-500x384.jpg,21.81,85.48,12.36
field/train/Septoria_leaf_spot/tomato-septoria-5.jpg,21.15,85.59,9.01
field/train/Septoria_leaf_spot/tomato-septoria-leaf-spot--.jpg,23.12,71.7,6.21
field/train/Septoria_leaf_spot/tomato-septoria-leaf-spot-.jpg,24.1,79.64,8.02
field/train/Septoria_leaf_spot/tomato-septoria-leaf-spot-600.jpg,26.56,79.24,10.97
field/train/Septoria_leaf_spot/tomato-septoria-leaf-spot.jpg,21.43,71.17,10.39
field/train/Septoria_leaf_spot/TomatoDisease_IMG_2744_2016Jul01_original.JPG1472858324.jpg,24.59,89.27,9.28
field/train/Septoria_leaf_spot/tomatofactsheet.png.png,27.07,74.45,5.34
field/train/Septoria_leaf_spot/tomatoseptorialeafspotjpg-788d20798a3c74e7.jpg,25.12,86.47,7.94
field/train/Septoria_leaf_spot/tomato_leaf_spots_1500x1500%253E.jpg,23.93,76.97,8.48
field/train/Septoria_leaf_spot/tomato_leaves_300x300%2523.jpg,25.5,76.23,11.63
field/train/Septoria_leaf_spot/tomato_septoria_05_zoom.jpg,20.1,80.67,10.57
field/train/Septoria_leaf_spot/tomato_septoria_alternaria_1.jpg,27.7,80.53,8.46
field/train/Septoria_leaf_spot/Tomato_Septoria_Leaf_Spot.jpg,25.28,76.73,11.37
field/train/Septoria_leaf_spot/tomato_V8.jpg,20.44,86.14,8.48
field/train/Septoria_leaf_spot/Tom_Sept1.jpg,23.26,75.49,14.03
field/train/Septoria_leaf_spot/Tom_Sept4.jpg,25.58,86.27,7.16
field/train/Septoria_leaf_spot/vdu-tomato-sept-eb-285x300.jpg,25.43,75.98,5.1
field/train/Septoria_leaf_spot/web1_copy_tomato-septoria-leaf-spot4.jpg,23.9,83.25,9.09
field/train/Septoria_leaf_spot/x3-most-common-types-tomato-blight.jpg.pagespeed.ic.5cLJi6TXEi.jpg,27.53,89.99,13.73
field/train/Septoria_leaf_spot/xgray-leaf-spot.jpg.pagespeed.ic.ltF8KfKtQ1.jpg,26.68,77.91,14.45
field/train/Yellow_Leaf_Curl_Virus/072.jpg,30.75,45.91,2.42
field/train/Yellow_Leaf_Curl_Virus/1342017-162221-44540.jpg,28.4,56.93,1.27
field/train/Yellow_Leaf_Curl_Virus/14456.img.jpg,30.92,52.42,1.44
field/train/Yellow_Leaf_Curl_Virus/18071.img.jpg,31.79,50.56,3.42
field/train/Yellow_Leaf_Curl_Virus/2.--Virused-tomato-leaves-versus.jpg,32.72,55.97,4.19
field/train/Yellow_Leaf_Curl_Virus/28619919393_7ef44acccc_b.jpg,31.96,47.22,2.88
field/train/Yellow_Leaf_Curl_Virus/29994445671_b6914b44d0_b.jpg,33.05,44.74,3.07
field/train/Yellow_Leaf_Curl_Virus/36ca1410e232eec4a8003fe411246820.jpg,30.68,50.21,3.07
field/train/Yellow_Leaf_Curl_Virus/5146.jpg,29.5,40.31,2.49
field/train/Yellow_Leaf_Curl_Virus/534ddf3a932e62dd929a3ac1b29bfa29.jpg,32.09,48.35,2.81
field/train/Yellow_Leaf_Curl_Virus/7585001780_4b89e826b7.jpg,29.22,54.12,0.17
"field/train/Yellow_Leaf_Curl_Virus/8.--Virus-Damaged-foliage-at-top-versus-healthy,-non-infected-bottom-foliage.jpg",34.43,56.69,1.17
field/train/Yellow_Leaf_Curl_Virus/8226402609_62d16884a7_b.jpg,28.95,57.66,2.9
field/train/Yellow_Leaf_Curl_Virus/8227475116_0d40e8f21c_b.jpg,34.04,41.67,1.87
field/train/Yellow_Leaf_Curl_Virus/8e60bae9f613f360403943f108a03083.jpg,33.79,42.28,3.33
field/train/Yellow_Leaf_Curl_Virus/art_15017325188173_a24a66.jpg,34.39,52.0,1.46
field/train/Yellow_Leaf_Curl_Virus/DSC01999.JPG.jpg,33.95,43.72,3.05
field/train/Yellow_Leaf_Curl_Virus/DSC02006.JPG.jpg,32.46,54.65,3.94
field/train/Yellow_Leaf_Curl_Virus/DSC02007.JPG.jpg,29.0,48.69,0.3
field/train/Yellow_Leaf_Curl_Virus/dscn1652cropped.jpg,34.04,49.09,1.63
field/train/Yellow_Leaf_Curl_Virus/DSC_3019_320x209.jpg,31.39,43.35,2.21
field/train/Yellow_Leaf_Curl_Virus/Figure-4.jpg,30.15,42.76,4.61
field/train/Yellow_Leaf_Curl_Virus/illustration-thematique-urbino-fig5.plante%20tylcv.jpg,28.28,41.65,4.19
field/train/Yellow_Leaf_Curl_Virus/IMG_2684.JPG.jpg,33.68,46.54,2.64
field/train/Yellow_Leaf_Curl_Virus/IMG_2686.JPG.jpg,32.95,47.41,1.06
field/train/Yellow_Leaf_Curl_Virus/IMG_2687.JPG.jpg,31.75,59.68,1.71
field/train/Yellow_Leaf_Curl_Virus/IU-TYLCV_img_6.jpg,29.18,47.76,1.51
field/train/Yellow_Leaf_Curl_Virus/IU-TYLCV_img_8.jpg,32.58,44.61,1.47
field/train/Yellow_Leaf_Curl_Virus/latestcb=20100719124603.jpg,28.98,56.38,3.22
field/train/Yellow_Leaf_Curl_Virus/leaf%20curl_3.jpg,34.09,55.43,0.12
field/train/Yellow_Leaf_Curl_Virus/leaves-curling-on-tomato-plant-characteristic-symptoms-tomato-plants-leaves-curling-down-on-tomato-plant.jpg,33.41,49.79,4.13
field/train/Yellow_Leaf_Curl_Virus/leaves-on-tomato-plant-turning-yellow-what-does-it-mean-when-your-plant-leaves-turn-yellow-tomato-leaf-problems-a-guide-to-leaves-tomato-plant-turning-yellow.jpg,29.23,44.13,2.09
field/train/Yellow_Leaf_Curl_Virus/psyllid-yellows.jpg,30.08,45.55,2.99
field/train/Yellow_Leaf_Curl_Virus/role-of-whitefly-in-plant-virus-transmission-by-pmanikandan-13-638.jpg,28.09,49.16,1.2
field/train/Yellow_Leaf_Curl_Virus/role-of-whitefly-in-plant-virus-transmission-by-pmanikandan-25-638.jpg,29.27,41.87,0.39
field/train/Yellow_Leaf_Curl_Virus/r_tomato.jpg,34.37,55.49,0.29
field/train/Yellow_Leaf_Curl_Virus/s-prasanth-kumar-young-scientist-awarded-presentation-2-728.jpg,32.88,49.2,4.64
field/train/Yellow_Leaf_Curl_Virus/tj5itxzunn3k.jpg,28.13,45.05,4.31
field/train/Yellow_Leaf_Curl_Virus/tlcv-tomato-leaf-curl-virus-symptoms-on-a-glasshouse-tomato-plant-ACGAG6.jpg,32.48,43.2,4.14
field/train/Yellow_Leaf_Curl_Virus/tlcv-tomato-leaf-curl-virus-symptoms-on-a-glasshouse-tomato-plant-bmyh62.jpg,34.75,56.31,2.2
field/train/Yellow_Leaf_Curl_Virus/tomato-plant-virus-tomato-yellow-leaf-curl-virus-tomato-plant-disease-mosaic-virus.jpg,32.05,42.83,2.2
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-closeup-2.jpg,34.16,47.15,2.47
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-closeup-3.jpg,28.39,40.22,2.11
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-closeup-4.jpg,32.03,50.17,0.96
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-disease-260nw-1006958086.jpg,29.27,41.65,0.2
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-disease-260nw-1072448252.jpg,30.6,49.02,2.56
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-disease.jpg,29.31,52.19,2.16
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-virus-pdf-78kb.jpg,32.27,54.79,3.88
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-virus-symptoms-on-tomato-leaves-on-plants-ACGAME.jpg,32.02,56.04,4.0
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-virus-symptoms-on-tomato-leaves-on-plants-AXKWFY.jpg,33.7,41.6,3.43
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-virus-tomato-1.jpg,30.56,55.42,0.3
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-virus-tylcv_950983.jpg,30.36,51.78,0.17
field/train/Yellow_Leaf_Curl_Virus/tomato-yellow-leaf-curl-virus-tylvcv-symptoms-on-a-tomato-plant-under-BMYHXY.jpg,34.91,46.48,3.7
field/train/Yellow_Leaf_Curl_Virus/Tomato2.jpg,30.85,54.07,0.4
field/train/Yellow_Leaf_Curl_Virus/tomatoyellowleafcurlcropped.jpg,33.74,45.06,3.41
field/train/Yellow_Leaf_Curl_Virus/tomato_leaf_roll.JPG.jpg,31.73,59.59,4.34
field/train/Yellow_Leaf_Curl_Virus/tomato_yellow_leaf_curl_virus.jpg,32.73,58.29,2.53
field/train/Yellow_Leaf_Curl_Virus/tylcv-seminar-1-638.jpg,28.79,57.24,1.54
field/train/Yellow_Leaf_Curl_Virus/TYLCV-tomate-DB-441-170.jpg,32.5,52.76,3.91
field/train/Yellow_Leaf_Curl_Virus/TYLCV-tomate-DB-442-167.jpg,28.28,46.4,2.46
field/train/Yellow_Leaf_Curl_Virus/TYLCV-tomate-DB-445-171.jpg,32.3,53.14,3.89
field/train/Yellow_Leaf_Curl_Virus/tylcv.jpg,32.65,55.81,2.43
field/train/Yellow_Leaf_Curl_Virus/tylcv1-.jpg,32.7,41.27,4.51
field/train/Yellow_Leaf_Curl_Virus/TYLCV1.jpg,31.81,56.52,1.79
field/train/Yellow_Leaf_Curl_Virus/TYLCV2.jpg,33.29,51.31,1.98
field/train/Yellow_Leaf_Curl_Virus/TYLCV4.jpg,30.51,55.2,1.56
field/train/Yellow_Leaf_Curl_Virus/TYLCVDFerrinlr.jpg,34.56,42.38,0.35
field/train/Yellow_Leaf_Curl_Virus/virus1.jpg,30.03,59.46,2.31
field/train/Yellow_Leaf_Curl_Virus/virus2.jpg,34.98,47.52,4.61
field/train/Yellow_Leaf_Curl_Virus/yellowing.JPG.jpg,33.26,56.93,3.46
field/test/Early_blight/039b47d574bc4bb8a14259a1cd96a741.jpg,29.73,69.91,2.09
field/test/Early_blight/100983448.jpg,27.99,66.7,7.58
field/test/Early_blight/1234080-Early-Blight.jpg,29.05,79.85,5.53
field/test/Early_blight/bugs-and-blight-061.jpg,26.45,76.78,2.99
field/test/Early_blight/dscn3175.jpg,28.11,61.19,6.18
field/test/Early_blight/earlyblight21_.jpg,28.42,61.88,6.2
field/test/Early_blight/early_blight1-150x150.jpg,29.42,62.41,4.87
field/test/Early_blight/Shoemaker_7068.JPG.jpg,25.17,75.64,7.22
field/test/Early_blight/tomato_early-blight_01_zoom.jpg,28.16,77.31,6.17
field/test/Late_blight/110822-206-Tomato-blight.jpg,20.15,82.09,14.3
field/test/Late_blight/18c.jpg,20.44,88.8,15.09
field/test/Late_blight/636368370164094909-late-blight-15-.jpg,23.49,84.67,13.9
field/test/Late_blight/70.jpg,23.98,85.15,17.32
field/test/Late_blight/dsc_8148cs.jpg,18.83,81.19,15.96
field/test/Late_blight/E%29Tomato-late-blight-foliar.jpg,23.95,90.0,13.95
field/test/Late_blight/image.jpg,23.79,84.22,17.76
field/test/Late_blight/IMG_5808.jpg,20.58,94.39,12.6
field/test/Late_blight/LateBlt09_06.jpg,18.75,92.1,19.77
field/test/Late_blight/late_blight_tomato_leaf_spore1x1200.jpg,20.56,84.33,16.14
field/test/Leaf_Mold/49%20Leafmold%20Bottom.jpg,24.57,80.97,5.03
field/test/Leaf_Mold/50%20Leafmold%20Top.jpg,23.42,76.23,9.88
field/test/Leaf_Mold/BIGSD.jpg,21.2,89.69,13.59
field/test/Leaf_Mold/black_leaf_mold_in_zina_tina.jpg,24.11,81.04,6.25
field/test/Leaf_Mold/dscn6689.jpg,24.32,80.55,8.68
field/test/Leaf_Mold/fungus-univ-of-minnesoeta.jpg,20.66,76.6,8.98
field/test/Septoria_leaf_spot/0.jpg,24.44,80.25,11.2
field/test/Septoria_leaf_spot/2septoria-tomato.jpg,20.69,70.98,12.17
field/test/Septoria_leaf_spot/2STEM.jpg,23.36,82.78,9.12
field/test/Septoria_leaf_spot/55830b60a7cf2.image.jpg,25.89,78.49,13.82
field/test/Septoria_leaf_spot/6134794031202304.jpeg.jpg,24.14,70.64,13.22
field/test/Septoria_leaf_spot/636227737977191231-septoria-leaf-spot-VT.jpg,26.87,79.69,7.11
field/test/Septoria_leaf_spot/6447731_orig.jpg,25.96,85.16,8.94
field/test/Septoria_leaf_spot/7-17-Photo3_Septoria-MARY.jpg,22.26,84.72,7.13
field/test/Septoria_leaf_spot/early-blight-septoria-ls-fig-3.jpg,26.8,77.55,13.94
field/test/Septoria_leaf_spot/RARZ4.jpg,24.74,80.76,8.62
field/test/Septoria_leaf_spot/sept4disease-019.jpg,22.52,84.28,11.49
field/test/Yellow_Leaf_Curl_Virus/11-40580_5.jpg,30.4,49.86,0.74
field/test/Yellow_Leaf_Curl_Virus/17fc47.jpg,30.7,49.24,0.2
field/test/Yellow_Leaf_Curl_Virus/8226402877_9abf151b5b_b.jpg,31.73,49.63,0.43
field/test/Yellow_Leaf_Curl_Virus/fwa2013313115151.jpg,32.37,48.76,1.81
field/test/Yellow_Leaf_Curl_Virus/glyphosate.jpg,28.95,41.8,2.56
